n,classifier,cnn,Training accuracy,Test accuracy,Training recall,Test recall,Training precision,Test precision,Training f1 Score,Test f1 Score
7087,SVMlinear,restnet50,83.14,75.0,83.8,74.1,74.73,74.73,74.0,74.0
7088,SVMlinear,restnet50,83.14,74.8,83.6,73.89999999999999,74.53,74.33,74.0,74.0
7089,SVMlinear,restnet50,83.14,75.2,84.0,74.3,74.93,75.13000000000001,74.0,74.0
7090,SVMlinear,restnet50,83.14,76.0,84.8,75.1,75.73,76.73,74.0,74.0
7091,SVMlinear,restnet50,83.14,74.0,82.8,73.1,73.73,72.73,74.0,74.0
7092,SVMlinear,restnet50,83.14,75.0,83.8,74.1,74.73,74.73,74.0,74.0
7093,SVMlinear,restnet50,83.14,74.5,83.3,73.6,74.23,73.73,74.0,74.0
7094,SVMlinear,restnet50,83.14,75.5,84.3,74.6,75.23,75.73,74.0,74.0
7095,SVMlinear,restnet50,83.14,75.1,83.89999999999999,74.19999999999999,74.83,74.93,74.0,74.0
7096,SVMlinear,restnet50,83.14,74.9,83.7,74.0,74.63000000000001,74.53,74.0,74.0
7097,SVMlinear,restnet50,83.14,75.0,83.8,74.1,74.73,74.73,74.0,74.0
7098,SVMlinear,restnet50,83.14,74.8,83.6,73.89999999999999,74.53,74.33,74.0,74.0
7099,SVMlinear,restnet50,83.14,75.2,84.0,74.3,74.93,75.13000000000001,74.0,74.0
7100,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7101,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7102,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7103,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7104,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7105,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7106,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7107,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7108,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7109,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7110,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7111,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7112,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7113,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7114,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7115,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7116,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7117,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7118,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7119,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7120,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7121,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7122,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7123,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7124,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7125,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7126,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7127,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7128,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7129,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7130,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7131,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7132,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7133,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7134,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7135,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7136,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7137,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7138,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7139,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7140,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7141,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7142,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7143,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7144,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7145,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7146,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7147,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7148,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7149,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7150,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7151,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7152,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7153,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7154,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7155,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7156,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7157,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7158,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7159,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7160,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7161,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7162,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7163,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7164,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7165,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7166,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7167,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7168,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7169,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7170,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7171,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7172,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7173,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7174,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7175,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7176,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7177,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7178,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7179,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7180,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7181,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7182,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7183,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7184,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7185,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7186,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7187,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7188,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7189,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7190,BAYES,vgg19,76.25,74.0,74.79,77.04,75.14,74.14,75.0,74.0
7191,BAYES,vgg19,76.25,76.0,78.79,75.04,75.14,76.14,75.0,76.0
7192,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7193,BAYES,vgg19,76.25,75.5,77.79,75.54,75.14,75.64,75.0,75.5
7194,BAYES,vgg19,76.25,74.5,75.79,76.54,75.14,74.64,75.0,74.5
7195,BAYES,vgg19,76.25,74.9,76.59,76.14,75.14,75.04,75.0,74.9
7196,BAYES,vgg19,76.25,75.1,76.99000000000001,75.94000000000001,75.14,75.24,75.0,75.1
7197,BAYES,vgg19,76.25,75.0,76.79,76.04,75.14,75.14,75.0,75.0
7198,BAYES,vgg19,76.25,75.2,77.19000000000001,75.84,75.14,75.34,75.0,75.2
7199,BAYES,vgg19,76.25,74.8,76.39,76.24000000000001,75.14,74.94,75.0,74.8
7200,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7201,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7202,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7203,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7204,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7205,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7206,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7207,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7208,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7209,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7210,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7211,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7212,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7213,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7214,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7215,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7216,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7217,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7218,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7219,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7220,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7221,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7222,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7223,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7224,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7225,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7226,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7227,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7228,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7229,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7230,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7231,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7232,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7233,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7234,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7235,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7236,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7237,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7238,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7239,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7240,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7241,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7242,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7243,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7244,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7245,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7246,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7247,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7248,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7249,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7250,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7251,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7252,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7253,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7254,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7255,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7256,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7257,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7258,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7259,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7260,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7261,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7262,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7263,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7264,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7265,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7266,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7267,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7268,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7269,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7270,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7271,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7272,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7273,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7274,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7275,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7276,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7277,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7278,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7279,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7280,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7281,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7282,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7283,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7284,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7285,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7286,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7287,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7288,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7289,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7290,SVMlinear,inceptionResNetV2,94.49,74.11,93.6,73.79,73.25,75.25,71.0,74.0
7291,SVMlinear,inceptionResNetV2,92.49,74.11,93.6,71.79,73.25,71.25,75.0,72.0
7292,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7293,SVMlinear,inceptionResNetV2,92.99,74.11,93.6,72.29,73.25,72.25,74.0,72.5
7294,SVMlinear,inceptionResNetV2,93.99,74.11,93.6,73.29,73.25,74.25,72.0,73.5
7295,SVMlinear,inceptionResNetV2,93.58999999999999,74.11,93.6,72.89,73.25,73.45,72.8,73.1
7296,SVMlinear,inceptionResNetV2,93.39,74.11,93.6,72.69000000000001,73.25,73.05,73.2,72.9
7297,SVMlinear,inceptionResNetV2,93.49,74.11,93.6,72.79,73.25,73.25,73.0,73.0
7298,SVMlinear,inceptionResNetV2,93.28999999999999,74.11,93.6,72.59,73.25,72.85,73.4,72.8
7299,SVMlinear,inceptionResNetV2,93.69,74.11,93.6,72.99000000000001,73.25,73.65,72.6,73.2
7300,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7301,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7302,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7303,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7304,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7305,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7306,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7307,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7308,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7309,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7310,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7311,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7312,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7313,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7314,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7315,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7316,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7317,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7318,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7319,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7320,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7321,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7322,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7323,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7324,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7325,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7326,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7327,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7328,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7329,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7330,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7331,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7332,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7333,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7334,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7335,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7336,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7337,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7338,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7339,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7340,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7341,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7342,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7343,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7344,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7345,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7346,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7347,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7348,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7349,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7350,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7351,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7352,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7353,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7354,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7355,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7356,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7357,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7358,MLP,mobilenet,72.98,72.52,72.89999999999999,73.52,74.48,74.08,71.8,71.8
7359,MLP,mobilenet,73.38000000000001,72.11999999999999,73.3,73.11999999999999,74.08,74.48,72.2,72.2
7360,MLP,mobilenet,74.18,71.32,74.1,72.32,73.28,75.28,73.0,73.0
7361,MLP,mobilenet,72.18,73.32,72.1,74.32,75.28,73.28,71.0,71.0
7362,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
7363,MLP,mobilenet,72.68,72.82,72.6,73.82,74.78,73.78,71.5,71.5
7364,MLP,mobilenet,73.68,71.82,73.6,72.82,73.78,74.78,72.5,72.5
7365,MLP,mobilenet,73.28,72.22,73.19999999999999,73.22,74.18,74.38,72.1,72.1
7366,MLP,mobilenet,73.08000000000001,72.41999999999999,73.0,73.41999999999999,74.38,74.18,71.9,71.9
7367,MLP,mobilenet,73.18,72.32,73.1,73.32,74.28,74.28,72.0,72.0
